userID,age,gender
1663,34.0,M
1663,34.0,M
1663,34.0,M
1663,34.0,M
1663,34.0,M
1663,34.0,M
1663,34.0,M
1663,34.0,M
1663,34.0,M
1663,34.0,M
1663,34.0,M
1663,34.0,M
1663,34.0,M
1663,34.0,M
1663,34.0,M
1663,34.0,M
1663,34.0,M
1713,42.0,F
1713,42.0,F
1713,42.0,F
1713,42.0,F
1713,42.0,F
1724,48.0,F
1728,16.0,F
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1751,46.0,M
1860,47.0,F
1915,38.0,F
1915,38.0,F
1915,38.0,F
1915,38.0,F
1915,38.0,F
1915,38.0,F
1915,38.0,F
1988,62.0,F
1988,62.0,F
2053,15.0,F
2102,42.0,F
2108,63.0,F
2108,63.0,F
2136,28.0,M
2204,37.0,M
2204,37.0,M
2204,37.0,M
2218,27.0,M
2218,27.0,M
2218,27.0,M
2218,27.0,M
2218,27.0,M
2218,27.0,M
2218,27.0,M
2276,15.0,F
2276,15.0,F
2276,15.0,F
2315,37.0,M
2429,54.0,F
2429,54.0,F
2429,54.0,F
2429,54.0,F
2429,54.0,F
2429,54.0,F
2429,54.0,F
2429,54.0,F
2435,52.0,F
2435,52.0,F
2455,45.0,M
2471,43.0,M
2471,43.0,M
2471,43.0,M
2471,43.0,M
2471,43.0,M
2471,43.0,M
2471,43.0,M
2471,43.0,M
2471,43.0,M
2471,43.0,M
2471,43.0,M
2471,43.0,M
2471,43.0,M
2477,21.0,F
2477,21.0,F
2477,21.0,F
2477,21.0,F
2477,21.0,F
2477,21.0,F
2477,21.0,F
2477,21.0,F
2477,21.0,F
2477,21.0,F
2477,21.0,F
2477,21.0,F
2477,21.0,F
2477,21.0,F
2513,52.0,M
2517,25.0,F
2556,31.0,F
2558,61.0,F
2589,59.0,M
2589,59.0,M
2589,59.0,M
2589,59.0,M
2589,59.0,M
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2643,47.0,F
2658,64.0,F
2692,20.0,M
2732,50.0,F
2732,50.0,F
2771,46.0,F
2771,46.0,F
2801,65.0,F
2842,26.0,F
2842,26.0,F
2852,65.0,F
2852,65.0,F
2852,65.0,F
2852,65.0,F
2852,65.0,F
2852,65.0,F
2852,65.0,F
2853,18.0,M
2901,44.0,F
2901,44.0,F
2901,44.0,F
2901,44.0,F
2901,44.0,F
2901,44.0,F
2901,44.0,F
2901,44.0,F
2901,44.0,F
2904,43.0,F
3017,16.0,F
3017,16.0,F
3017,16.0,F
3017,16.0,F
3017,16.0,F
3017,16.0,F
3017,16.0,F
3017,16.0,F
3017,16.0,F
3017,16.0,F
3017,16.0,F
3017,16.0,F
3017,16.0,F
3017,16.0,F
3017,16.0,F
3017,16.0,F
3017,16.0,F
3057,46.0,M
3104,60.0,F
3104,60.0,F
3106,50.0,M
3174,44.0,F
3174,44.0,F
3174,44.0,F
3271,32.0,F
3271,32.0,F
3301,64.0,M
3301,64.0,M
3301,64.0,M
3301,64.0,M
3301,64.0,M
3301,64.0,M
3301,64.0,M
3301,64.0,M
3301,64.0,M
3301,64.0,M
3304,20.0,F
3304,20.0,F
3304,20.0,F
3304,20.0,F
3304,20.0,F
3304,20.0,F
3304,20.0,F
3304,20.0,F
3304,20.0,F
3304,20.0,F
3304,20.0,F
3304,20.0,F
3304,20.0,F
3304,20.0,F
3304,20.0,F
3304,20.0,F
3304,20.0,F
3304,20.0,F
3304,20.0,F
3304,20.0,F
3304,20.0,F
3304,20.0,F
3304,20.0,F
3304,20.0,F
3313,55.0,M
3313,55.0,M
3369,49.0,F
3369,49.0,F
3369,49.0,F
3392,58.0,M
3392,58.0,M
3392,58.0,M
3392,58.0,M
3392,58.0,M
3392,58.0,M
3392,58.0,M
3392,58.0,M
3392,58.0,M
3392,58.0,M
3392,58.0,M
3392,58.0,M
3392,58.0,M
3392,58.0,M
3392,58.0,M
3392,58.0,M
3392,58.0,M
3392,58.0,M
3392,58.0,M
3392,58.0,M
3392,58.0,M
3392,58.0,M
3392,58.0,M
3392,58.0,M
3392,58.0,M
3392,58.0,M
3392,58.0,M
3392,58.0,M
3392,58.0,M
3392,58.0,M
3392,58.0,M
3429,31.0,F
3493,23.0,M
3493,23.0,M
3512,61.0,F
3527,25.0,F
3527,25.0,F
3527,25.0,F
3541,24.0,F
3541,24.0,F
3541,24.0,F
3541,24.0,F
3541,24.0,F
3541,24.0,F
3541,24.0,F
3541,24.0,F
3541,24.0,F
3541,24.0,F
3541,24.0,F
3541,24.0,F
3541,24.0,F
3541,24.0,F
3541,24.0,F
3541,24.0,F
3541,24.0,F
3541,24.0,F
3541,24.0,F
3595,49.0,M
3595,49.0,M
3595,49.0,M
3595,49.0,M
3595,49.0,M
3595,49.0,M
3595,49.0,M
3595,49.0,M
3595,49.0,M
3595,49.0,M
3595,49.0,M
3595,49.0,M
3600,53.0,M
3710,44.0,M
3849,43.0,M
3849,43.0,M
3853,37.0,F
3853,37.0,F
3853,37.0,F
3860,37.0,M
3860,37.0,M
3860,37.0,M
3860,37.0,M
3976,31.0,F
4022,29.0,M
4022,29.0,M
4022,29.0,M
4022,29.0,M
4022,29.0,M
4022,29.0,M
4022,29.0,M
4022,29.0,M
4022,29.0,M
4022,29.0,M
4022,29.0,M
4022,29.0,M
4022,29.0,M
4022,29.0,M
4022,29.0,M
4022,29.0,M
4022,29.0,M
4022,29.0,M
4022,29.0,M
4022,29.0,M
4022,29.0,M
4022,29.0,M
4078,56.0,F
4078,56.0,F
4078,56.0,F
4078,56.0,F
4078,56.0,F
4078,56.0,F
4078,56.0,F
4078,56.0,F
4078,56.0,F
4078,56.0,F
4078,56.0,F
4078,56.0,F
4078,56.0,F
4078,56.0,F
4087,59.0,M
4146,64.0,M
4146,64.0,M
4146,64.0,M
4146,64.0,M
4146,64.0,M
4188,53.0,F
4198,54.0,F
4254,27.0,M
4335,47.0,M
4335,47.0,M
4335,47.0,M
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4341,17.0,F
4352,17.0,M
4352,17.0,M
4375,57.0,F
4517,17.0,F
4517,17.0,F
4517,17.0,F
4517,17.0,F
4517,17.0,F
4517,17.0,F
4517,17.0,F
4517,17.0,F
4517,17.0,F
4517,17.0,F
4517,17.0,F
4517,17.0,F
4517,17.0,F
4517,17.0,F
4517,17.0,F
4517,17.0,F
4517,17.0,F
4517,17.0,F
4517,17.0,F
4517,17.0,F
4544,40.0,M
4549,28.0,F
4549,28.0,F
4549,28.0,F
4549,28.0,F
4549,28.0,F
4650,29.0,F
4650,29.0,F
4650,29.0,F
4650,29.0,F
4650,29.0,F
4650,29.0,F
4650,29.0,F
4650,29.0,F
4650,29.0,F
4650,29.0,F
4650,29.0,F
4650,29.0,F
4650,29.0,F
4650,29.0,F
4650,29.0,F
4650,29.0,F
4650,29.0,F
4650,29.0,F
4650,29.0,F
4650,29.0,F
4650,29.0,F
4650,29.0,F
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4697,16.0,M
4728,37.0,F
4728,37.0,F
4728,37.0,F
4728,37.0,F
4728,37.0,F
4728,37.0,F
4728,37.0,F
4728,37.0,F
4728,37.0,F
4728,37.0,F
4728,37.0,F
4728,37.0,F
4728,37.0,F
4728,37.0,F
4800,37.0,F
4827,15.0,F
4827,15.0,F
4827,15.0,F
4827,15.0,F
4827,15.0,F
4827,15.0,F
4827,15.0,F
4856,46.0,F
4856,46.0,F
4856,46.0,F
4856,46.0,F
4856,46.0,F
4856,46.0,F
4856,46.0,F
4856,46.0,F
4856,46.0,F
4856,46.0,F
4856,46.0,F
4856,46.0,F
4856,46.0,F
4856,46.0,F
4856,46.0,F
4856,46.0,F
4856,46.0,F
4856,46.0,F
4856,46.0,F
4856,46.0,F
4856,46.0,F
4856,46.0,F
4856,46.0,F
4856,46.0,F
4856,46.0,F
4856,46.0,F
4856,46.0,F
4869,24.0,M
4895,51.0,F
4944,39.0,M
4944,39.0,M
4944,39.0,M
4944,39.0,M
4944,39.0,M
4944,39.0,M
4944,39.0,M
4944,39.0,M
4944,39.0,M
4944,39.0,M
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5002,46.0,F
5031,26.0,M
5085,59.0,F
5227,18.0,M
5240,16.0,F
5285,49.0,F
5285,49.0,F
5285,49.0,F
5285,49.0,F
